"today";"start";"end";"HAND PUMP BOREHOLE FUNCTIONALITY SURVEY";"Bohole name and ID";"Village name";"Name of VDC";"Main role of the respondent";"Take a photo of the borehole";"Take a photo of the borehole_URL";"Functional status of the borehole";"If Functional status is one of not functional, No longer exists or abandonedHow long has the hand pump borehole been non-functional or abandoned?";"If Functional status is No longer exists or abandoned Why was the hand pump borehole abandoned?";"If Functional status is Functional, Are there any current problems with the hand pump borehole that require attention?";"What is the current problem?";"If Functional status isn't No longer exists or abandoned and Are there any current problems with the hand pump borehole that require attention?";"What is the current problem?";"What is the current problem?/Broken parts";"What is the current problem?/Irregular supply";"What is the current problem?/Low water flow - Low water pressure";"What is the current problem?/Meter problem";"What is the current problem?/Newly constructed";"What is the current problem?/Poor water quality - Salty, bad taste or colour, other contamination";"What is the current problem?/Seasonal shortages";"What is the current problem?/Structural problems - Civil works, apron, etc";"What is the current problem?/Theft / Vandalism";"What is the current problem?/Worn out parts";"What is the current problem?/Other";"Specify";"If Functional status isn't No longer exists or abandoned, Is water available from the hand pump borehole on the day of the visit?";"Why isn't water available from the system on the day of the visit?";"If Functional status isn't one of No longer exists or abandoned, Not functional: In the last 30 days, has this hand pump borehole provided a continuous supply of water all day every day?";"If In the last 30 days, has this hand pump borehole provided a continuous supply of water all day every day? Is No:In the last 30 days, how many days has the hand pump borehole provided water?";"In the last 30 days, why was water not available for one or more days?";"In the last 30 days, why was water not available for one or more days?/Failure to pay";"In the last 30 days, why was water not available for one or more days?/Lack of contract with Area Mechanic";"In the last 30 days, why was water not available for one or more days?/Low water pressure";"In the last 30 days, why was water not available for one or more days?/Newly constructed";"In the last 30 days, why was water not available for one or more days?/No Plumber or Area Mechanic/No one knows how to fix it";"In the last 30 days, why was water not available for one or more days?/Parts are not available";"In the last 30 days, why was water not available for one or more days?/Political reasons - Community politics";"In the last 30 days, why was water not available for one or more days?/Poor water quality";"In the last 30 days, why was water not available for one or more days?/Power failure";"In the last 30 days, why was water not available for one or more days?/Rationing";"In the last 30 days, why was water not available for one or more days?/Seasonal shortages";"In the last 30 days, why was water not available for one or more days?/System is not functional - Broken parts, dry hole/system";"In the last 30 days, why was water not available for one or more days?/Theft / Vandalism";"In the last 30 days, why was water not available for one or more days?/Don't know";"If the hand pump borehole was repaired in the last 30 days, how many days did it take to get repaired?";"If Functional status isn't one of No longer exists or abandoned, Not functional:How many hours per day is water usually available from this source?";"Has the hand pump borehole been rehabilitated?";"Which year was the hand pump borehole rehabilitated";"Have any major repairs/additions been completed on the hand pump borehole in the past year?";"Which Afridev parts were repaired/replaced?";"Which Afridev parts were repaired/replaced?/Afridev Pump Replacement";"Which Afridev parts were repaired/replaced?/Apron";"Which Afridev parts were repaired/replaced?/Bobbin";"Which Afridev parts were repaired/replaced?/Bush bearings";"Which Afridev parts were repaired/replaced?/Cement";"Which Afridev parts were repaired/replaced?/Centralisers";"Which Afridev parts were repaired/replaced?/Civil works";"Which Afridev parts were repaired/replaced?/Cup seal";"Which Afridev parts were repaired/replaced?/Cylinder";"Which Afridev parts were repaired/replaced?/Foot valve";"Which Afridev parts were repaired/replaced?/Fulcrum pin";"Which Afridev parts were repaired/replaced?/Gasket";"Which Afridev parts were repaired/replaced?/Gate valve";"Which Afridev parts were repaired/replaced?/Handle";"Which Afridev parts were repaired/replaced?/Handle pin";"Which Afridev parts were repaired/replaced?/Hanger pin";"Which Afridev parts were repaired/replaced?/O-ring";"Which Afridev parts were repaired/replaced?/Pedestal";"Which Afridev parts were repaired/replaced?/Pipe";"Which Afridev parts were repaired/replaced?/Plunger";"Which Afridev parts were repaired/replaced?/Pump head";"Which Afridev parts were repaired/replaced?/Pump head cover";"Which Afridev parts were repaired/replaced?/Rising main (PVC)";"Which Afridev parts were repaired/replaced?/Rods";"Which Afridev parts were repaired/replaced?/Rope";"Which Afridev parts were repaired/replaced?/Security system";"Which Afridev parts were repaired/replaced?/Sockets";"Which Afridev parts were repaired/replaced?/U-seal";"If Which Afridev parts were repaired/replaced? Includes Rods:How many rods were replaced?";"How much did the repairs/upgrade cost (in Kwacha)?";"Who did the repairs";"Specify";"Is this hand pump borehole managed by a water/WaSH committee?";"How many people are on the Hand pump borehole Committee?";"How many women are on the Hand pump borehole Committee?";"do you have a treasurer in the comittee?";"What is the gender of the Treasurer for the Hand pump borehole Committee?";"How many active people/members serve on the water/ WaSH Committee?";"What positions do women hold on the Water/ WaSH committee?";"When was the last time the Water committee met?";"Does the Water committee ever hold meetings with the community?";"When was the last time that the Water/ WaSH committee held a community meeting?";"About how many community members attended the last meeting? (99 is don’t know)";"What activities has the Water/ WaSH committee done in the past year?";"Were Water/WaSH committee members elected or appointed?";"Do you conduct preventive maintenance?";"If yes, how frequent? (per year)";"When did you last do mantainance?";"If no, what are the reasons?";"If no, what are the reasons?/Lack of money";"If no, what are the reasons?/Lack of technical expertise";"If no, what are the reasons?/Parts not available";"If no, what are the reasons?/Lack of understanding/commitment to Preventative Maintenance";"If no, what are the reasons?/Other";"Specify";"Do you require external support?";"If yes, what?";"Who do you call when the repairs are beyond your capacity";"can you do major repairs as a committee?";"Do you know the year when the borehole was constructed?";"What year was the hand pump borehole constructed?";"How many households use (d) this hand pump borehole?";"How many households are (were) registered users of the hand pump borehole?";"Is there a record book for registered users that can be viewed?";"Record the number of registered users of the hand pump borehole listed in the record Book";"What type of hand pump is present?";"Does (did) the hand pump borehole have a fee collection system?";"Is (was) the water fee collected on a regular schedule?";"How many households in the community paid a water fee the last time it was collected?";"Is there a tariff or user fee for water use from the hand pump borehole?";"Why is there no tariff or user fee?";"Specify";"What happens when the hand pump borehole breaks down?";"Specify";"How often is the tariff/user fee collected?";"How much is the tariff/user fee (in Kwacha)?";"What costs were considered when setting the tariff or user fee?";"What costs were considered when setting the tariff or user fee?/Affordability";"What costs were considered when setting the tariff or user fee?/Operation costs - e.g. salary of the water seller";"What costs were considered when setting the tariff or user fee?/Maintenance costs";"What costs were considered when setting the tariff or user fee?/Total replacement cost for the system";"What costs were considered when setting the tariff or user fee?/Set by local government";"What costs were considered when setting the tariff or user fee?/Bill payments";"Is there a service provider or someone responsible for operating and/or maintaining this hand pump borehole or water system?";"Are there financial records/books for the hand pump borehole?";"Is it possible to review the records/books?";"What is the balance listed in the records (in Kwacha)?";"Is there a service provider or someone responsible for operating and/or maintaining this hand pump borehole or water system?";"Does the service provider have a bank account?";"How much is the bank balance";"What do you do with the cash collected?";"The last time this hand pump borehole broke down, did the water committee collect additional money from community members to cover the cost of repairs?";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Communal labor (ex: farming)";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Donate goods or livestock (ex: shear nuts, maize, bowl of rice)";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Fundraising activities";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Decline to state";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Don't Know";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Not Applicable";"In some communities, water users will make non-monetary contributions to help keep water facilities running. Do you know of one or more community members who have contributed the following:/Other";"Specify";"Does (did) your community have sufficient funds to support operations and maintenance?";"How much money do you currently have for supporting operations and maintenance?";"How much do you source to support operations and maintenance annually?";"How much money do u need to manage this borehole without financial problems annually?";"How far away are (were) the materials you use for hand pump borehole repairs (ex. spare parts, tools, etc.)?";"How long does it take to get the materials you use for hand pump borehole repairs (e.g. spare parts, tools, etc.?)";"Do you call someone to assess or fix the hand pump borehole if there is (was) a technical problem that cannot be fixed on this hand pump borehole?";"Did the person come the last time you called?";"Does (did) your community have a plan for operation and maintenance of the hand pump borehole?";"Is (was) there at least one operator or caretaker for this hand pump borehole?";"Has at least one of these people received training in operation and maintenance of the system?";"Is (was) the operator/caretaker paid?";"How much is (was) she/he paid per month?";"How many hours does (did) the operator or caretaker work each month?";"Who financed the construction of this hand pump borehole";"Does the hand pump borehole have continuous water service availability? (24 hours per day per year)";"Does the hand pump borehole have only seasonal service?";"Does the hand pump borehole have continuous water service (24 hours/day) during the season when the hand pump borehole is available for use?";"Does the hand pump borehole have a scheduled water service?";"How much time has passed since the last time this hand pump borehole was used?";"is the hand pump borehole functioning? Ask to conduct flow test";"Record the number of pump strokes required for water to come out.";"Record number of pump strokes required to fill the 20 liter container";"Record the time required to fill the 20 liter container";"Has the hand pump borehole broken down in the past year?";"How many breakdowns happened in the past year?";"Has this hand pump borehole had a breakdown in the past two weeks?";"For what length of time was the hand pump borehole nonfunctional during its last breakdown?";"The end of the survey";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-05-03";"2023-05-03 11:10:45.828000+02:00";"2023-05-07 22:43:13.073000+02:00";"";"Mulyabweka";"Mulyabweka";"Kasangamala";"Area Mechanic";"";"";"Not functional";"95";"";"";"";"Yes";"Broken parts";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"No";"System is broken";"No";"";"Parts are not available System is not functional - Broken parts, dry hole/system Lack of contract with Area Mechanic";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"No";"";"";"";"";"No";"";"";"";"";"No";"";"0";"Lack of technical expertise Parts not available Lack of money";"1";"1";"1";"0";"0";"";"Yes";"Parts";"Area mechanic";"No";"";"";"39";"0";"";"";"Afridev";"No";"";"";"No";"Other";"There is no committee";"Report to private contractor - Includes Area Mechanic";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"No";"";"";"";"";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"0";"1000001";">20 km away";"1";"Yes";"Yes";"No";"Yes";"No";"";"";"";"";"Yes";"";"";"";"95";"No";"";"";"";"Yes";"3";"Yes";"95";"";"237933259";"b3c5be62-92c3-4c21-9155-5664de1a8a45";"2023-05-13 09:28:58";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"1"
"2023-05-07";"2023-05-07 22:54:37.089000+02:00";"2023-05-07 23:07:44.689000+02:00";"";"Mwera9";"Mulirasambo";"Doloba";"Community member";"";"";"Not functional";"39";"";"";"";"Yes";"Broken parts Worn out parts";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"No";"System is broken";"Yes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"No";"";"";"";"";"No";"";"";"";"";"No";"";"";"Lack of technical expertise Parts not available Lack of understanding/commitment to Preventative Maintenance";"0";"1";"1";"1";"0";"";"Yes";"Training, parts";"Area mechanic";"No";"";"";"48";"0";"";"";"Afridev";"No";"";"";"No";"Other";"No water point committee";"Contribute to maintain";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"No";"";"";"";"";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"0";"50000";">20 km away";"1";"Yes";"Yes";"No";"No";"";"";"";"";"";"Yes";"";"";"";"39";"No";"";"";"";"Yes";"4";"Yes";"14";"";"237933262";"ecfdf444-445c-4619-ae4a-d0ee075bf76c";"2023-05-13 09:28:59";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"2"
"2023-05-08";"2023-05-08 12:19:51.635000+02:00";"2023-05-08 14:49:30.015000+02:00";"";"Sonda";"James";"Mtema";"Community member";"";"";"Not functional";"14";"";"";"";"Yes";"Worn out parts Broken parts";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"No";"System is broken";"No";"2 - 7 days";"System is not functional - Broken parts, dry hole/system";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"6";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"No";"";"";"";"";"No";"";"";"";"";"No";"";"";"Lack of money Parts not available Lack of understanding/commitment to Preventative Maintenance";"1";"0";"1";"1";"0";"";"Yes";"Spare parts, training";"Area mechanic";"No";"";"";"59";"0";"";"";"Afridev";"No";"";"";"No";"Other";"No committee to collect fees";"Contribute to maintain";"";"";"";"";"";"";"";"";"";"";"Yes";"";"";"";"Yes";"";"";"";"";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"4000";"50000";">20 km away";"1";"Yes";"Yes";"No";"Yes";"Yes";"No";"";"";"";"Yes";"";"";"";"7";"No";"";"";"";"Yes";"5";"Yes";"14";"";"237933265";"eb33a9ec-f10f-48ce-8d01-a9ab3ef22316";"2023-05-13 09:29:00";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"3"
"2023-05-08";"2023-05-08 14:52:09.254000+02:00";"2023-05-08 15:00:00.796000+02:00";"";"Zungu";"Kayuni";"Lwezga";"Community member";"";"";"No longer exists or abandoned";"160";"Does not produce water";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"Yes";"Bush bearings Rods";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"50,000 - 100,000";"Area Mechanic";"";"No";"";"";"No";"";"";"";"";"No";"";"";"";"";"No";"";"";"Lack of technical expertise Lack of money Parts not available";"1";"1";"1";"0";"0";"";"No";"";"Rehabilitation";"No";"";"";"24";"0";"";"";"Afridev";"No";"";"";"No";"Other";"No or inactive committee";"Contribute to maintain";"";"";"";"";"";"";"";"";"";"";"Yes";"";"";"";"Yes";"";"";"";"";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"50000";"800000";"0-20 km away";"1";"Yes";"Yes";"No";"Yes";"Yes";"No";"";"";"";"Yes";"";"";"";"100";"No";"";"";"";"Yes";"3";"Yes";"30";"";"237933267";"bcf5a900-fa98-424c-afad-9281dcef2627";"2023-05-13 09:29:00";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"4"
"2023-05-08";"2023-05-08 15:03:21.222000+02:00";"2023-05-08 15:28:58.009000+02:00";"";"Mwiba";"Chewere";"Majaliro";"Area Mechanic";"";"";"Not functional";"365";"";"";"";"Yes";"Structural problems - Civil works, apron, etc Worn out parts Broken parts";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"10";"2";"Yes";"Male";"4";"Secretary";"Last year";"No";"";"";"None";"Appointed";"No";"";"Cant remember";"Lack of technical expertise Parts not available Lack of understanding/commitment to Preventative Maintenance Lack of money";"1";"1";"1";"1";"0";"";"Yes";"Rehabilitation of the borehole";"Area mechanic";"No";"";"";"41";"41";"";"";"Afridev";"Yes";"No";"11";"Yes";"";"";"";"";"Per month";"200";"Affordability Maintenance costs";"1";"0";"1";"0";"0";"0";"No";"";"";"";"No";"";"";"";"Yes";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"Yes";"10000";"60000";"600000";"0-20 km away";"1";"Yes";"Yes";"No";"No";"";"";"";"";"";"No";"No";"";"No";"365";"No";"";"";"";"Yes";"3";"Yes";"14";"";"237933271";"a637a2bb-a937-4766-b320-3ca49f3d4004";"2023-05-13 09:29:01";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"5"
"2023-05-10";"2023-05-10 12:19:06.777000+02:00";"2023-05-10 12:32:31.536000+02:00";"";"Vh";"Mulyabweka";"Fulirwa";"Chief/Village Headman";"";"";"Partially functional but in need of repair";"";"";"";"";"Yes";"Broken parts";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Yes";"";"Yes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"No";"";"Yes";"Bush bearings U-seal";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"50,000 - 100,000";"Area Mechanic";"";"Yes";"15";"6";"Yes";"Female";"15";"Treasurer";"Last month";"Yes";"Last month";"33";"Repairs";"Elected";"Yes";"3 times a month";"15days";"";"";"";"";"";"";"";"Yes";"Spare parts";"Area mechanic";"Yes";"Yes";"2018-01-01";"74";"34";"";"";"Afridev";"Yes";"Yes";"33";"Yes";"";"";"";"";"Per month";"200";"Affordability Maintenance costs";"1";"0";"1";"0";"0";"0";"Yes";"Yes";"Yes";"10000";"Yes";"No";"";"Keep cash";"Yes";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"15000";"200000";"0-20 km away";"1";"Yes";"Yes";"No";"Yes";"Yes";"No";"";"";"";"Yes";"";"";"";"0";"Yes";"";"";"";"";"";"";"";"";"237933273";"f55670da-4f31-4ea0-a138-a769d71020e6";"2023-05-13 09:29:01";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"6"
"2023-05-10";"2023-05-10 12:32:43.700000+02:00";"2023-05-10 12:48:37.052000+02:00";"";"Yj";"Kaputamwera";"Doloba";"Hand pump borehole committee chair";"";"";"Not functional";"30";"";"";"";"Yes";"Worn out parts";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"No";"Vandalism - Includes deliberate borehole blockage";"No";"";"Theft / Vandalism";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"10";"3";"Yes";"Female";"10";"Secretary";"Last week";"Yes";"Last week";"28";"Call for the meeting";"Elected";"No";"";"";"Lack of technical expertise Parts not available Lack of understanding/commitment to Preventative Maintenance";"0";"1";"1";"1";"0";"";"Yes";"Training, rehabilitatiom";"Area mechanic";"No";"";"";"54";"0";"";"";"Afridev";"No";"";"";"Yes";"";"";"";"";"When required for repairs";"500";"Maintenance costs";"0";"0";"1";"0";"0";"0";"No";"";"";"";"No";"";"";"";"No";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"15000";"150000";">20 km away";"1";"No";"";"No";"No";"";"";"";"";"";"Yes";"";"";"";"65";"No";"";"";"";"No";"";"";"";"";"237933275";"1cfa755d-fac6-4e01-8889-4c131dc4d427";"2023-05-13 09:29:02";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"7"
"2023-05-10";"2023-05-10 12:48:46.898000+02:00";"2023-05-10 13:04:34.953000+02:00";"";"Pk";"Nb";"Mazungumira";"Community member";"";"";"Functional";"";"";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"";"Yes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"15";"5";"Yes";"Male";"15";"";"22 april 2023";"Yes";"24 april 2023";"25";"";"Elected";"Yes";"3 times  a month";"22 april 2023";"";"";"";"";"";"";"";"Yes";"Spare parts";"Area mechanic";"Yes";"Yes";"2020-01-01";"29";"29";"";"";"Afridev";"Yes";"Yes";"27";"Yes";"";"";"";"";"Per month";"500";"Maintenance costs Affordability";"1";"0";"1";"0";"0";"0";"Yes";"Yes";"Yes";"60000";"Yes";"No";"";"Airtel money";"No";"Not Applicable";"0";"0";"0";"0";"0";"1";"0";"";"Yes";"60000";"25000";"156000";"0-20 km away";"1";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"5000";"2";"";"Yes";"";"";"";"0";"No";"5";"5";"15";"No";"";"";"";"";"237933278";"d894c8db-8334-4155-a8d5-932febdfe5ce";"2023-05-13 09:29:02";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"8"
"2023-05-10";"2023-05-10 13:32:25.061000+02:00";"2023-05-10 13:46:05.564000+02:00";"";"Hy";"Kayuni";"Khwawa";"Community member";"";"";"Not functional";"726";"";"";"";"Yes";"Worn out parts Broken parts";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"No";"System is broken";"No";"1 day";"Parts are not available System is not functional - Broken parts, dry hole/system";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"";"24";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"Lack of technical expertise Parts not available Lack of understanding/commitment to Preventative Maintenance Other";"0";"1";"1";"1";"1";"No committee";"Yes";"Training, spare parts";"Nobody";"No";"";"";"37";"0";"";"";"Afridev";"No";"";"";"No";"Other";"No committee";"Contribute to maintain";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"No";"";"";"";"";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"0";"60000";">20 km away";"1";"Yes";"Yes";"No";"Don't Know";"";"";"";"";"";"Yes";"";"";"";"765";"No";"";"";"";"Yes";"5";"Yes";"765";"";"237933279";"615179c5-16d1-42f4-8cf2-89d71c8d7355";"2023-05-13 09:29:03";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"9"
"2023-05-10";"2023-05-10 15:15:26.956000+02:00";"2023-05-10 15:34:08.759000+02:00";"";"Bh";"James";"Doloba";"Head teacher / Teacher";"";"";"Functional";"";"";"No";"";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"";"Yes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"No";"";"Yes";"Apron Bush bearings Cup seal U-seal";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"Less than 50,000";"Water Point Committee";"";"Yes";"15";"9";"Yes";"Female";"15";"Secretary, treasurer";"22 December 2022";"Yes";"23 December 2022";"37";"";"Elected";"No";"";"";"Lack of technical expertise";"0";"1";"0";"0";"0";"";"Yes";"Training, spare parts";"Area mechanic";"No";"Yes";"2011-01-01";"24";"0";"";"";"Afridev";"No";"";"";"No";"External Support - e.g. Member of Parliament pays for maintenance when it's needed";"";"Other";"Learners contribute";"";"";"";"";"";"";"";"";"";"Yes";"";"";"";"Yes";"";"";"";"Yes";"Don't Know";"0";"0";"0";"0";"1";"0";"0";"";"No";"";"0";"60000";"0-20 km away";"1";"Yes";"No";"No";"Yes";"No";"";"";"";"";"Yes";"";"";"";"0";"No";"10";"45";"3";"No";"";"";"";"";"237933284";"12d335a4-6ea8-4462-b333-c10b0817a349";"2023-05-13 09:29:03";"";"";"submitted_via_web";"";"v6ks5DqnmpRBzDwV9J5WEJ";"";"10"
